date,produit,categorie,prix_unitaire,quantite,ca
2024-06-20,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-20,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-21,litiere naturel,litiere,10.0,1,10.0
2024-06-21,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-21,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-06-21,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-21,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-21,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-21,croquette ships chat,croquette,6.0,1,6.0
2024-06-21,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-21,croquette chien,croquette,6.0,1,6.0
2024-06-21,croquette ships chat,croquette,6.0,2,12.0
2024-06-21,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-21,litiere naturel,litiere,10.0,2,20.0
2024-06-21,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-21,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-06-21,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-21,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-21,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-21,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-21,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-21,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-21,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-21,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-21,croquette chien,croquette,6.0,1,6.0
2024-06-21,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-06-21,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-21,croquette ships chat,croquette,6.0,2,12.0
2024-06-21,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-21,croquette chien,croquette,6.0,1,6.0
2024-06-22,croquette chien,croquette,6.0,2,12.0
2024-06-22,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-22,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-06-22,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-22,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-06-22,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-22,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-22,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-22,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-22,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-22,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-22,croquette chien,croquette,6.0,2,12.0
2024-06-22,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-22,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-22,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-22,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-22,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-06-22,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-22,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-22,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-22,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-22,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-22,croquette chien,croquette,6.0,1,6.0
2024-06-23,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-23,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-06-23,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-23,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-06-23,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-23,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-23,croquette ships chat,croquette,6.0,1,6.0
2024-06-23,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-23,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-23,croquette chien,croquette,6.0,1,6.0
2024-06-23,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-23,litiere chat cats ways,litiere,12.0,2,24.0
2024-06-23,litiere naturel,litiere,10.0,2,20.0
2024-06-23,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-06-23,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-23,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-23,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-23,croquette ships chat,croquette,6.0,2,12.0
2024-06-23,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-23,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-23,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-23,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-23,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-23,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-23,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-23,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-23,croquette chien,croquette,6.0,1,6.0
2024-06-23,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-23,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-23,litiere naturel,litiere,10.0,1,10.0
2024-06-23,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-23,croquette chien,croquette,6.0,2,12.0
2024-06-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-23,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-23,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-24,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-24,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-24,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-24,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-24,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-24,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-24,croquette chien,croquette,6.0,1,6.0
2024-06-24,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-24,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-24,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-24,croquette chien,croquette,6.0,1,6.0
2024-06-24,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-24,croquette chien,croquette,6.0,1,6.0
2024-06-24,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-24,litiere chat cats ways,litiere,12.0,2,24.0
2024-06-24,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-24,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-24,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-24,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-24,croquette chien,croquette,6.0,1,6.0
2024-06-24,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-24,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-24,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-06-24,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-24,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-24,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-24,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-24,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-06-24,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-24,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-06-24,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-24,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-24,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-24,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-24,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-06-24,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-24,croquette ships chat,croquette,6.0,1,6.0
2024-06-24,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-24,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-24,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-24,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-24,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-24,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-24,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-24,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-24,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-24,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-24,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-24,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-24,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-25,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-25,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-25,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-25,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-25,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-25,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-06-25,litiere naturel,litiere,10.0,2,20.0
2024-06-25,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-25,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-25,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-06-25,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-25,litiere naturel,litiere,10.0,1,10.0
2024-06-25,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-25,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-25,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-06-25,litiere chat cats ways,litiere,12.0,2,24.0
2024-06-25,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-06-25,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-25,croquette ships chat,croquette,6.0,1,6.0
2024-06-25,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-25,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-25,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-25,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-25,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-25,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-25,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-25,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-06-25,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-25,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-25,croquette chien,croquette,6.0,2,12.0
2024-06-25,croquette chien,croquette,6.0,1,6.0
2024-06-25,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-25,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-25,croquette chien,croquette,6.0,1,6.0
2024-06-25,croquette ships chat,croquette,6.0,2,12.0
2024-06-25,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-25,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-25,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-25,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-25,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-25,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-25,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-25,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-25,litiere naturel,litiere,10.0,1,10.0
2024-06-25,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-25,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-26,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-26,croquette chien,croquette,6.0,1,6.0
2024-06-26,litiere naturel,litiere,10.0,2,20.0
2024-06-26,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-06-26,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-26,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-06-26,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-06-26,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-26,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-26,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-26,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-26,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-06-26,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-26,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-26,croquette ships chat,croquette,6.0,2,12.0
2024-06-26,croquette chien,croquette,6.0,1,6.0
2024-06-26,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-26,croquette chien,croquette,6.0,2,12.0
2024-06-26,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-06-26,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-26,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-26,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-26,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-26,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-26,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-26,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-26,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-06-26,croquette ships chat,croquette,6.0,1,6.0
2024-06-26,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-26,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-06-26,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-26,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-26,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-26,croquette chien,croquette,6.0,1,6.0
2024-06-26,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-06-26,litiere naturel,litiere,10.0,1,10.0
2024-06-26,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-26,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-26,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-27,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-06-27,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-27,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-27,litiere naturel,litiere,10.0,1,10.0
2024-06-27,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-27,croquette chien,croquette,6.0,2,12.0
2024-06-27,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-27,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-27,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-27,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-27,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-06-27,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-27,litiere naturel,litiere,10.0,1,10.0
2024-06-27,croquette chien,croquette,6.0,1,6.0
2024-06-27,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-27,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-06-27,croquette ships chat,croquette,6.0,1,6.0
2024-06-27,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-27,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-06-27,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-27,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-06-27,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-27,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-06-27,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-27,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-06-27,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-27,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-27,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-27,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-27,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-27,croquette chien,croquette,6.0,2,12.0
2024-06-27,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-27,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-27,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-27,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-27,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-27,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-27,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-27,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-06-27,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-27,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-27,croquette ships chat,croquette,6.0,1,6.0
2024-06-27,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-06-27,litiere naturel,litiere,10.0,1,10.0
2024-06-28,croquette ships chat,croquette,6.0,1,6.0
2024-06-28,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-28,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-28,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-06-28,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-28,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-06-28,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-28,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-28,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-28,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-28,croquette chien,croquette,6.0,1,6.0
2024-06-28,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-28,litiere naturel,litiere,10.0,2,20.0
2024-06-28,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-06-28,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-28,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-28,litiere naturel,litiere,10.0,1,10.0
2024-06-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-28,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-28,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-06-28,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-06-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-28,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-28,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-28,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-28,croquette chien,croquette,6.0,1,6.0
2024-06-28,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-28,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-28,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-28,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-06-28,croquette chien,croquette,6.0,1,6.0
2024-06-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-28,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-28,croquette chien,croquette,6.0,1,6.0
2024-06-28,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-29,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-29,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-06-29,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-29,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-29,litiere naturel,litiere,10.0,1,10.0
2024-06-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-29,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-29,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-29,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-06-29,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-29,litiere naturel,litiere,10.0,1,10.0
2024-06-29,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-29,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-29,croquette ships chat,croquette,6.0,1,6.0
2024-06-29,croquette ships chat,croquette,6.0,2,12.0
2024-06-29,croquette chien,croquette,6.0,2,12.0
2024-06-29,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-29,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-29,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-29,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-29,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-29,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-06-29,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-06-29,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-29,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-29,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-29,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-06-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-29,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-06-29,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-29,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-29,croquette ships chat,croquette,6.0,2,12.0
2024-06-29,croquette chien,croquette,6.0,1,6.0
2024-06-29,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-06-29,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-06-29,croquette ships chat,croquette,6.0,1,6.0
2024-06-29,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-06-29,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-29,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-06-29,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-29,litiere chat cats ways,litiere,12.0,2,24.0
2024-06-29,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-29,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-06-29,litiere naturel,litiere,10.0,1,10.0
2024-06-29,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-06-29,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-06-30,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-30,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-30,croquette ships chat,croquette,6.0,1,6.0
2024-06-30,litiere naturel,litiere,10.0,2,20.0
2024-06-30,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-30,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-30,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-30,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-30,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-30,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-30,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-06-30,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-06-30,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-06-30,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-30,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-06-30,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-06-30,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-06-30,litiere chat cats ways,litiere,12.0,2,24.0
2024-06-30,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-06-30,litiere chat cats ways,litiere,12.0,2,24.0
2024-06-30,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-30,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-06-30,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-30,litiere chat cats ways,litiere,12.0,2,24.0
2024-06-30,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-06-30,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-06-30,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-30,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-30,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-30,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-06-30,croquette ships chat,croquette,6.0,1,6.0
2024-06-30,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-06-30,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-30,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-06-30,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-30,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-06-30,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-06-30,litiere chat cats ways,litiere,12.0,1,12.0
2024-06-30,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-06-30,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-06-30,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-06-30,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-06-30,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-06-30,croquette chien,croquette,6.0,1,6.0
2024-06-30,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-07-01,litiere naturel,litiere,10.0,1,10.0
2024-07-01,croquette chien,croquette,6.0,1,6.0
